property_id,kota,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,jumlah_lantai,garasi,tahun_dibangun,kondisi,jarak_pusat_kota_km,dekat_sekolah,dekat_rs,dekat_mall,jenis_sertifikat,harga_idr
PROP00901,Jakarta Barat,308,554,2,4,3,,2016,Baru,22.3,Tidak,Ya,Tidak,HGB,13199108376
PROP00902,Jakarta Barat,571,616,4,1,2,Ya,1999,Perlu Renovasi,13.1,Tidak,Ya,Tidak,HGB,18681767153
PROP00903,Jakarta Utara,562,577,6,1,1,Tidak,1986,Perlu Renovasi,19.7,Tidak,Tidak,Tidak,HGB,15014025931
PROP00904,Yogyakarta,94,,1,1,3,Tidak,2006,Bagus,30.2,Tidak,Tidak,Ya,Girik,1341447092
PROP00905,Tangerang,21,158,2,2,2,Tidak,2007,,34.5,Ya,Ya,Tidak,HGB,683559261
PROP00906,Jakarta Utara,417,604,6,2,1,Ya,2024,Cukup,1.4,Tidak,Ya,Ya,Girik,30021568337
PROP00907,Bali,377,466,4,4,1,Ya,2017,Baru,6.5,Ya,Ya,,SHGB,29359608127
PROP00908,Surabaya,149,354,5,2,3,Ya,1997,Perlu Renovasi,27.1,Tidak,Tidak,Ya,Girik,2994213053
PROP00909,Jakarta Utara,600,638,3,3,3,Tidak,1990,Perlu Renovasi,11.9,Ya,Ya,Tidak,Strata Title,18210838203
PROP00910,Yogyakarta,381,592,2,1,3,Ya,1996,Baru,,Ya,,Tidak,HGB,6246628146
PROP00911,Jakarta Barat,294,336,3,1,3,Ya,2006,Perlu Renovasi,6.3,Ya,Tidak,Ya,SHM,16284795675
PROP00912,Bekasi,133,348,3,2,1,Ya,2010,Cukup,13.4,Tidak,Tidak,Tidak,Girik,4218432939
PROP00913,Medan,183,372,2,3,1,Tidak,2022,Perlu Renovasi,26.1,Tidak,Tidak,Ya,Girik,1929513533
PROP00914,Yogyakarta,167,407,3,1,1,Ya,2004,Cukup,4.5,Ya,Tidak,Ya,Strata Title,
PROP00915,Bekasi,230,425,4,2,3,Tidak,2019,Cukup,29.7,Ya,Ya,Tidak,SHM,5198732147
PROP00916,Bandung,515,618,2,1,2,Tidak,2008,Bagus,25.8,Ya,Ya,Ya,Girik,12641878554
PROP00917,Jakarta Utara,168,294,2,3,2,Ya,2006,Perlu Renovasi,11.2,Ya,Ya,Tidak,SHGB,5714408499
PROP00918,Jakarta Utara,,647,3,4,3,,2016,Cukup,9.4,Tidak,Tidak,Ya,SHGB,26140353165
PROP00919,Medan,448,552,5,2,3,Tidak,2008,,33.3,Ya,Ya,Tidak,Strata Title,7311828876
PROP00920,Bandung,518,750,2,1,1,Ya,2010,Baru,16.7,Ya,Tidak,Tidak,Girik,12500276781
PROP00921,Tangerang,471,711,4,1,2,Tidak,1996,Baru,,Ya,Tidak,Ya,SHGB,11250953894
PROP00922,Semarang,179,422,3,2,3,Tidak,2017,Bagus,19.6,Tidak,Tidak,Tidak,Strata Title,3772660964
PROP00923,Bekasi,38,,1,4,1,Ya,2007,Perlu Renovasi,7.4,Tidak,Tidak,Ya,SHGB,586373695
PROP00924,Medan,196,409,6,1,3,Tidak,1998,Baru,2.9,Ya,Tidak,Tidak,Strata Title,5780043791
PROP00925,Yogyakarta,244,400,2,1,2,Ya,2017,Baru,31.3,,Tidak,Tidak,Strata Title,5970253157
PROP00926,Jakarta Utara,313,401,6,2,2,Tidak,2005,Bagus,23.1,Ya,Tidak,Ya,Strata Title,17291154177
PROP00927,Bandung,238,443,6,2,2,Tidak,1997,Bagus,25.9,Ya,Tidak,Tidak,Girik,4257934628
PROP00928,Yogyakarta,507,753,3,2,2,Tidak,1996,Perlu Renovasi,20.6,Ya,Tidak,Ya,HGB,6198106876
PROP00929,Surabaya,213,268,1,4,2,Ya,2005,Cukup,33.5,Ya,Ya,Ya,Girik,5992150890
PROP00930,Bali,325,442,6,4,,Ya,2000,Bagus,7.7,Tidak,Ya,Tidak,Girik,19709926128
PROP00931,Jakarta Selatan,552,766,1,3,3,Tidak,2014,Baru,14.4,Ya,Tidak,Ya,Strata Title,40355897256
PROP00932,Semarang,139,148,,2,3,Ya,1995,Cukup,29.9,Tidak,Tidak,Tidak,Girik,2452252204
PROP00933,Yogyakarta,532,693,4,2,2,Ya,2017,Baru,32.4,Tidak,Tidak,Ya,HGB,8301242781
PROP00934,Surabaya,581,614,3,2,1,Tidak,,Cukup,33.1,Tidak,Tidak,Ya,SHGB,16801103387
PROP00935,Medan,337,488,5,3,2,Tidak,2013,Cukup,3.6,Tidak,Tidak,Tidak,SHM,6195773692
PROP00936,Jakarta Barat,319,356,1,4,3,Ya,2022,Bagus,14.2,Ya,,Ya,HGB,21259022010
PROP00937,Bali,130,270,4,2,2,Tidak,2018,Bagus,10.6,Ya,Ya,Tidak,Girik,5467920629
PROP00938,Jakarta Selatan,493,702,1,3,1,Tidak,1999,Baru,,Ya,Ya,Tidak,SHGB,32880012565
PROP00939,Jakarta Barat,584,617,5,1,1,Ya,1998,,13,Tidak,Ya,Ya,Girik,28357709578
PROP00940,Bekasi,261,368,3,1,2,Tidak,1996,Cukup,2.7,Tidak,Ya,Ya,Girik,6882756767
PROP00941,Jakarta Selatan,423,597,4,1,,Ya,2015,Cukup,26,Ya,Ya,Ya,SHM,20227177434
PROP00942,Medan,581,646,,3,2,Tidak,,Baru,23.5,Ya,Ya,Ya,SHGB,10798155724
PROP00943,Bekasi,348,461,5,3,3,Ya,1994,Cukup,32.8,Tidak,Tidak,Tidak,SHGB,7382119209
PROP00944,Bekasi,238,464,2,3,3,Tidak,1991,Bagus,24.3,Tidak,Tidak,Ya,Strata Title,4812587261
PROP00945,Bali,196,336,6,2,2,Tidak,2018,Perlu Renovasi,3.4,Tidak,Tidak,Tidak,SHM,
PROP00946,Jakarta Barat,260,498,2,1,3,Ya,2012,Bagus,,Ya,Tidak,Ya,Girik,
PROP00947,Tangerang,393,513,6,3,3,Tidak,1993,Baru,32.5,Ya,Ya,Tidak,SHGB,14781779907
PROP00948,Bekasi,237,287,3,4,1,Ya,1994,Cukup,31.6,Tidak,Ya,Ya,Strata Title,4578872188
PROP00949,Jakarta Selatan,407,456,4,1,2,Tidak,1985,,11.3,Tidak,Tidak,Ya,SHM,21180942891
PROP00950,Bandung,,161,3,,3,Ya,2002,Cukup,1.8,Ya,Ya,Tidak,Girik,1895348768
PROP00951,Bandung,512,733,1,1,1,Tidak,1997,Baru,32.5,Tidak,Ya,Tidak,SHM,9514099222
PROP00952,Medan,494,645,4,4,2,Ya,2004,Cukup,12.6,Tidak,Tidak,Tidak,HGB,8321885447
PROP00953,Bekasi,70,252,3,4,2,Tidak,,Perlu Renovasi,12.2,Tidak,Ya,Tidak,SHGB,1502887082
PROP00954,Jakarta Utara,337,565,6,3,2,Ya,1990,Perlu Renovasi,16.8,Tidak,Ya,Tidak,Girik,11718705906
PROP00955,Yogyakarta,367,522,6,4,2,Tidak,2021,Cukup,33.8,Ya,Tidak,Ya,SHGB,7028407177
PROP00956,Semarang,458,632,3,3,3,Tidak,1995,Cukup,25.7,Ya,Tidak,Tidak,HGB,8956408607
PROP00957,Semarang,177,404,2,4,2,Ya,2010,Bagus,16.9,Tidak,Ya,Ya,Strata Title,
PROP00958,Bali,424,514,4,1,1,Tidak,1990,Baru,6.7,Tidak,Tidak,Ya,Girik,21461035257
PROP00959,Jakarta Selatan,323,544,3,1,1,Ya,2003,Cukup,22.7,Ya,Tidak,Ya,Girik,15508777001
PROP00960,Semarang,72,113,1,3,3,,2021,Cukup,3.3,Tidak,Tidak,Ya,SHGB,1528548754
PROP00961,Surabaya,186,,1,4,2,Tidak,2019,Perlu Renovasi,11.8,Ya,Ya,Ya,HGB,3913106786
PROP00962,Jakarta Barat,,475,,3,3,Tidak,1993,Perlu Renovasi,10.3,Tidak,Tidak,Ya,,15191752579
PROP00963,Bali,527,696,3,,3,Tidak,2014,Perlu Renovasi,26.1,Ya,Ya,Tidak,Strata Title,17009048416
PROP00964,Bali,237,430,,3,2,Tidak,1986,Baru,21.2,Ya,Ya,,Girik,11266268572
PROP00965,Tangerang,162,393,3,3,3,Tidak,2011,Bagus,12.3,Ya,Ya,Tidak,SHM,5483567668
PROP00966,Bandung,151,269,3,1,2,Tidak,2008,Cukup,8.8,Tidak,Tidak,Ya,Girik,3473955787
PROP00967,Bekasi,544,,1,2,1,Ya,2007,Perlu Renovasi,19,Tidak,Tidak,Ya,SHGB,10972592942
PROP00968,Yogyakarta,591,683,4,2,3,Ya,2013,,25,,Ya,Ya,Strata Title,12780557334
PROP00969,Jakarta Utara,549,781,6,1,2,Ya,1986,Perlu Renovasi,18.2,Ya,Tidak,Tidak,SHM,16337943244
PROP00970,,135,205,2,1,1,Tidak,,Baru,15.4,Ya,Tidak,Tidak,SHGB,5812292112
PROP00971,Yogyakarta,195,410,4,1,,Ya,2020,Cukup,,Ya,Tidak,Tidak,HGB,4084492019
PROP00972,Tangerang,332,521,6,3,3,Ya,2024,Perlu Renovasi,27.1,Ya,Ya,Ya,Strata Title,9122049574
PROP00973,Surabaya,582,763,2,3,1,Ya,2013,Baru,33.7,Tidak,Ya,Tidak,Girik,17251676259
PROP00974,Surabaya,,717,4,2,3,Tidak,1999,Bagus,33.3,Ya,Tidak,Tidak,Girik,19562858807
PROP00975,Tangerang,456,612,5,1,3,Ya,1999,Cukup,34,Tidak,Ya,Ya,SHM,10176888699
PROP00976,Medan,362,409,6,3,2,Ya,,Bagus,31,Tidak,Ya,Ya,Girik,5816119040
PROP00977,Yogyakarta,,188,2,1,1,Tidak,1991,Perlu Renovasi,20.6,Tidak,Ya,Tidak,HGB,1464809882
PROP00978,Jakarta Selatan,430,435,5,1,2,Tidak,2013,Baru,,,Ya,Ya,HGB,43587644351
PROP00979,Bandung,359,465,6,4,2,Ya,1990,Baru,,Ya,Tidak,Tidak,SHGB,15129421002
PROP00980,Surabaya,579,765,1,4,3,Ya,2000,Perlu Renovasi,9.5,Ya,Ya,Ya,HGB,14852492752
PROP00981,Surabaya,151,300,6,3,2,Ya,2006,Perlu Renovasi,8.3,Ya,,Tidak,SHGB,5524840996
PROP00982,Yogyakarta,167,198,6,4,1,Tidak,2016,Perlu Renovasi,,Ya,Ya,Tidak,Girik,2315138789
PROP00983,Medan,314,438,,3,1,Tidak,1986,Perlu Renovasi,22.4,,Ya,Tidak,SHM,3339182470
PROP00984,Semarang,507,707,2,1,1,Ya,1985,Baru,27,Tidak,Tidak,Ya,Girik,10164095638
PROP00985,Medan,417,614,4,2,2,Tidak,2021,Cukup,4.5,Ya,Ya,Tidak,HGB,11539113663
PROP00986,Tangerang,208,405,1,2,2,Tidak,2004,Bagus,10.5,,Ya,,SHM,7706951782
PROP00987,Surabaya,81,194,1,3,3,Ya,2008,Bagus,18.2,Ya,Ya,Tidak,SHM,2272827880
PROP00988,Semarang,489,689,3,2,2,Ya,2008,Cukup,17.8,Ya,Ya,Tidak,Girik,9433100011
PROP00989,Surabaya,502,609,1,4,3,Ya,2021,Bagus,11.5,Ya,Ya,Ya,Girik,26620685861
PROP00990,Jakarta Utara,387,479,3,1,1,Tidak,2019,Baru,12.4,Ya,Ya,Tidak,SHGB,24008618432
PROP00991,Jakarta Utara,326,429,6,2,3,Tidak,1986,Bagus,30.8,Ya,Ya,Tidak,HGB,10199208559
PROP00992,Tangerang,507,,3,3,2,Ya,1995,Perlu Renovasi,22.9,,Tidak,Ya,HGB,10568773444
PROP00993,Semarang,347,576,,1,,Ya,2013,Bagus,16.7,Ya,Tidak,Ya,SHM,6140749662
PROP00994,Jakarta Selatan,87,270,3,4,1,Tidak,1995,Baru,1.3,Tidak,Ya,Tidak,Strata Title,7702393558
PROP00995,Surabaya,523,748,1,4,2,Tidak,2000,Perlu Renovasi,1.7,Tidak,Ya,Tidak,SHGB,16293068799
PROP00996,Yogyakarta,117,340,3,3,1,,1986,Baru,4.8,Ya,Ya,Tidak,SHM,2817146350
PROP00997,Medan,113,328,6,1,1,Tidak,1987,Cukup,32.7,Tidak,,Ya,Strata Title,1533658860
PROP00998,Semarang,536,730,1,1,2,Ya,1994,Bagus,23.6,Ya,Ya,Tidak,SHM,10268093160
PROP00999,Tangerang,254,490,4,3,1,Ya,1992,Bagus,27.3,Tidak,Tidak,Ya,Girik,5739499496
PROP01000,Semarang,437,662,2,4,1,Tidak,1999,Cukup,30,Ya,Tidak,Tidak,Strata Title,5766847677
PROP01001,Bali,516,537,3,1,2,Tidak,2023,Bagus,6.3,Tidak,Ya,Ya,Girik,24102065989
PROP01002,Bandung,455,600,4,4,2,,2021,Baru,33.1,Tidak,Tidak,Ya,SHGB,10129564575
PROP01003,Jakarta Selatan,,800,6,2,2,Ya,1990,Perlu Renovasi,9.8,Ya,Ya,Ya,HGB,31012784999
PROP01004,Jakarta Selatan,295,480,1,3,1,Ya,2019,Cukup,17.7,Ya,Tidak,Ya,SHGB,18639601660
PROP01005,Medan,541,670,1,4,3,Tidak,1999,Perlu Renovasi,32.5,Ya,Ya,Tidak,HGB,4394676616
PROP01006,Jakarta Barat,462,687,6,1,1,Ya,,Bagus,31.8,Ya,Ya,Tidak,SHM,18663276565
PROP01007,Tangerang,85,138,1,3,1,Ya,2019,Bagus,27.4,,Tidak,Ya,SHM,1744538116
PROP01008,Bekasi,397,542,6,4,2,Ya,2009,Bagus,8.1,Ya,Ya,Tidak,SHGB,12227879471
PROP01009,Semarang,169,370,6,3,1,Tidak,1988,Baru,29.8,,Tidak,Tidak,HGB,5102057107
PROP01010,Medan,202,,6,1,1,Ya,1988,Baru,3,Tidak,Tidak,Tidak,Strata Title,4966051411
PROP01011,Tangerang,425,,,1,2,,1997,Perlu Renovasi,10.4,Tidak,Tidak,,SHGB,7925567434
PROP01012,Surabaya,594,636,6,4,2,Tidak,2024,Baru,21.4,Ya,Tidak,Ya,SHGB,38041987538
PROP01013,Surabaya,238,441,5,3,1,Ya,1989,Baru,14.7,Ya,Ya,Ya,SHGB,11392439184
PROP01014,Bekasi,,264,3,1,2,Ya,2005,Perlu Renovasi,4.2,Ya,Ya,Tidak,SHGB,4805224932
PROP01015,Surabaya,66,106,3,3,1,Ya,2014,Baru,1.9,Ya,Ya,Ya,Girik,3569775196
PROP01016,Jakarta Utara,554,785,4,3,2,Ya,1991,Baru,6.2,Tidak,Ya,Tidak,Girik,33713334337
PROP01017,,63,298,4,2,3,Tidak,2022,Cukup,5.7,Ya,Tidak,Ya,Girik,1629196923
PROP01018,Bandung,446,662,5,3,1,Ya,1998,Baru,14.1,Ya,Tidak,Ya,SHGB,18188142119
PROP01019,Medan,,248,4,4,1,Tidak,2007,Baru,9.2,Ya,Ya,Tidak,HGB,2389273159
PROP01020,Jakarta Utara,236,362,3,1,1,,1997,Cukup,0.9,Tidak,Ya,Tidak,Strata Title,8896472740
PROP01021,Semarang,133,274,2,,1,Tidak,2000,Cukup,9.9,Tidak,Tidak,Ya,HGB,2226495081
PROP01022,Yogyakarta,440,589,1,1,2,Tidak,2015,Perlu Renovasi,33.6,Tidak,Tidak,Tidak,SHM,3597098717
PROP01023,Tangerang,238,324,3,1,2,Ya,2021,Perlu Renovasi,17.5,Ya,Ya,Tidak,Strata Title,6437296985
PROP01024,Bali,,417,4,3,2,Ya,1992,Perlu Renovasi,20.8,Ya,Ya,Ya,HGB,8259600733
PROP01025,Bekasi,372,382,1,3,3,Ya,1995,Perlu Renovasi,32,Tidak,Tidak,Tidak,Girik,5038181992
PROP01026,Jakarta Barat,267,448,6,1,1,Tidak,2004,Cukup,10.1,Ya,Ya,Tidak,Girik,14398093846
PROP01027,Yogyakarta,298,319,6,4,1,Ya,2013,Cukup,8.4,Tidak,Tidak,Tidak,SHGB,6473476911
PROP01028,Medan,,286,6,1,,Tidak,2004,Cukup,17.3,Ya,Tidak,Tidak,Girik,1941380118
PROP01029,Jakarta Barat,224,347,5,2,1,Ya,2001,Cukup,8.8,Tidak,Tidak,Ya,Strata Title,15552373497
PROP01030,Bekasi,53,83,4,3,2,Tidak,2009,Baru,32.2,Tidak,Ya,Tidak,HGB,1349319411
PROP01031,Jakarta Utara,248,325,2,4,2,Tidak,1990,Cukup,3.5,Ya,Tidak,Tidak,SHM,8760492532
PROP01032,Bali,523,673,5,4,1,Ya,2020,Baru,17.3,Tidak,Tidak,Tidak,Girik,26433674245
PROP01033,Surabaya,588,601,1,4,1,Tidak,2001,Perlu Renovasi,18.7,Ya,Ya,Ya,Strata Title,11037000227
PROP01034,Jakarta Selatan,117,363,2,1,2,Ya,2003,Bagus,28.9,Ya,Ya,Ya,SHGB,6925481612
PROP01035,Semarang,22,,3,4,3,Tidak,1995,Baru,4.1,Tidak,Ya,Tidak,Strata Title,875483198
PROP01036,Medan,385,575,4,4,2,Ya,1994,Perlu Renovasi,6.7,,Ya,Tidak,HGB,6610241246
PROP01037,Tangerang,183,416,5,2,3,Ya,2009,Baru,22,Ya,Tidak,Tidak,HGB,8055774435
PROP01038,Yogyakarta,329,569,1,1,2,Tidak,1987,Cukup,25.4,Ya,Ya,Ya,SHGB,5004203376
PROP01039,Bandung,224,282,5,2,2,Tidak,2023,Perlu Renovasi,8,Tidak,Ya,Tidak,Girik,4496065317
PROP01040,Surabaya,510,605,3,3,2,Ya,1998,Baru,22.6,Tidak,Tidak,Ya,HGB,14059170519
PROP01041,Bandung,81,142,3,4,1,Tidak,1997,,10.3,Tidak,Tidak,Ya,Girik,1203600183
PROP01042,Yogyakarta,406,598,5,4,1,Ya,2004,Bagus,3.3,Tidak,Tidak,Ya,SHM,15987687906
PROP01043,Bali,389,473,4,3,2,Ya,1996,Perlu Renovasi,17.9,Tidak,Tidak,Ya,SHGB,7945423663
PROP01044,Bali,241,440,3,1,1,Ya,2011,Cukup,32.1,Ya,Tidak,Ya,SHM,5483442666
PROP01045,Medan,116,158,2,2,3,Tidak,2022,Baru,7.3,Ya,Ya,Ya,Strata Title,3301804538
PROP01046,Bekasi,492,524,5,3,3,Ya,2008,,17.1,Ya,Tidak,Tidak,Girik,12899691241
PROP01047,Tangerang,535,784,3,3,2,Tidak,1988,Baru,3,Ya,Ya,Tidak,Strata Title,
PROP01048,Tangerang,472,519,2,4,3,Ya,2021,Cukup,33.5,Tidak,Ya,Ya,Girik,13536531179
PROP01049,Jakarta Selatan,468,664,5,2,1,Ya,2013,,9.6,Ya,Tidak,Tidak,SHGB,35018613849
PROP01050,Bali,400,565,2,1,1,Ya,2008,Baru,33.8,Tidak,Ya,Ya,Girik,15515870111
PROP01051,Jakarta Barat,47,82,6,2,3,Ya,2011,Bagus,33,Ya,Ya,Tidak,Strata Title,2516625895
PROP01052,Semarang,,338,4,3,1,Tidak,2012,Baru,25.3,,Tidak,Ya,SHM,9168925829
PROP01053,Jakarta Utara,550,613,6,1,1,Ya,1991,Perlu Renovasi,6.2,Ya,Ya,Ya,HGB,16379358162
PROP01054,Semarang,90,156,1,2,3,Ya,2004,Cukup,16.1,Tidak,Ya,Ya,SHGB,1506942586
PROP01055,Jakarta Selatan,173,348,5,2,2,Tidak,1992,Baru,9.1,Ya,Ya,Tidak,Girik,20514172047
PROP01056,Semarang,239,364,5,1,3,Ya,2019,Cukup,26.8,Ya,Ya,Ya,HGB,5241486264
PROP01057,Jakarta Utara,,437,1,3,3,Tidak,1997,Perlu Renovasi,19.2,,Tidak,Ya,Strata Title,9055419740
PROP01058,Bekasi,111,175,2,4,2,Ya,2008,Bagus,26.4,Ya,Ya,Ya,SHM,1989962234
PROP01059,Jakarta Barat,593,709,1,3,3,Tidak,1994,Baru,2,Ya,Ya,Tidak,SHM,51602980850
PROP01060,Yogyakarta,265,,1,3,1,Ya,2008,Bagus,18.5,Tidak,Ya,Tidak,HGB,5831281577
PROP01061,Semarang,547,558,3,1,1,Ya,2019,Baru,12.5,Ya,Tidak,Ya,HGB,15941279855
PROP01062,Bali,449,679,1,4,3,Tidak,2003,Bagus,32.1,Ya,,Tidak,HGB,19204051451
PROP01063,Jakarta Selatan,184,371,4,4,1,Tidak,1996,,35,Ya,Tidak,Tidak,Girik,7921397492
PROP01064,Yogyakarta,56,233,5,1,,Tidak,2000,Perlu Renovasi,15.1,Tidak,Ya,Tidak,SHGB,1006176356
PROP01065,Jakarta Selatan,,551,3,4,1,Ya,2010,Perlu Renovasi,,Tidak,Ya,Ya,,11992045231
PROP01066,Bekasi,266,279,2,1,1,Ya,2008,Perlu Renovasi,8,Tidak,Tidak,Tidak,Girik,4849942858
PROP01067,Tangerang,85,245,2,3,,Tidak,1999,Perlu Renovasi,13.5,Ya,Tidak,Ya,Girik,1539360296
PROP01068,Bali,424,599,5,3,1,Tidak,2021,Perlu Renovasi,32.3,Ya,Ya,Tidak,Girik,9304977235
PROP01069,Jakarta Selatan,95,115,3,1,1,Ya,1985,Baru,17.3,Ya,Tidak,Tidak,SHM,9067894524
PROP01070,Semarang,483,649,5,3,3,Ya,2013,Baru,6.5,Ya,Tidak,Ya,Strata Title,24003296873
PROP01071,Bandung,589,,6,1,3,Tidak,2003,Baru,17.7,Ya,Tidak,Tidak,Girik,24162571684
PROP01072,Jakarta Utara,430,617,6,2,1,,2000,Perlu Renovasi,31.6,Tidak,Ya,,SHM,11374315259
PROP01073,Medan,344,402,4,1,3,Tidak,2020,Perlu Renovasi,27.9,Ya,Tidak,Tidak,SHM,3148998604
PROP01074,Medan,,615,3,4,2,Ya,1985,Perlu Renovasi,14.2,Ya,Tidak,Tidak,Strata Title,5677376670
PROP01075,Medan,577,800,4,3,3,Tidak,1986,Bagus,23.6,Ya,Ya,,HGB,8703376104
PROP01076,Tangerang,213,317,4,4,3,Ya,2011,Cukup,14.3,Tidak,Tidak,Tidak,Strata Title,6853495735
PROP01077,Bali,397,485,3,4,3,Tidak,1996,Baru,5.2,Ya,Tidak,Tidak,SHGB,21523971519
PROP01078,Medan,295,463,4,4,3,Tidak,2010,Baru,,Ya,Ya,Ya,HGB,5574114475
PROP01079,Jakarta Utara,,349,3,4,3,Tidak,2003,Perlu Renovasi,27.9,Tidak,Tidak,Ya,SHM,4581116020
PROP01080,Yogyakarta,109,187,5,4,2,Tidak,2024,Bagus,16,Tidak,Ya,Tidak,HGB,2355483421
PROP01081,Jakarta Barat,442,516,5,1,2,Ya,1994,Perlu Renovasi,29.2,Ya,Tidak,Tidak,SHGB,13950179134
PROP01082,Bekasi,545,675,5,2,3,Ya,1997,Bagus,25,Tidak,Tidak,Tidak,SHM,14227580131
PROP01083,Bandung,515,599,5,4,3,Tidak,2000,Perlu Renovasi,1.2,Tidak,Tidak,Ya,SHGB,13188924492
PROP01084,Jakarta Barat,47,180,6,3,3,Ya,2003,Cukup,30.4,Tidak,Tidak,Tidak,SHGB,2593097660
PROP01085,Tangerang,447,455,5,1,1,,2014,Bagus,30,Tidak,Tidak,Tidak,Girik,10368707902
PROP01086,Bekasi,158,306,1,2,1,Tidak,1989,Baru,3.6,Ya,Tidak,Tidak,SHGB,7640676232
PROP01087,Tangerang,74,131,4,4,2,Ya,1985,Perlu Renovasi,28.6,Ya,Ya,Tidak,HGB,1520031083
PROP01088,Jakarta Utara,132,360,6,4,2,Tidak,2007,Perlu Renovasi,9.9,Ya,Tidak,Ya,HGB,4960718513
PROP01089,Bekasi,275,492,3,1,3,Ya,2004,Cukup,27.7,Tidak,Ya,Tidak,HGB,5046630845
PROP01090,,432,634,3,4,3,Ya,2000,Bagus,19.6,Tidak,Tidak,Tidak,SHGB,12654603578
PROP01091,Jakarta Barat,181,222,2,1,3,Tidak,1989,Bagus,17.2,Tidak,Ya,Tidak,Strata Title,10771288497
PROP01092,Tangerang,154,395,1,2,1,Ya,2021,Baru,5.1,Ya,Tidak,Tidak,Strata Title,8157323069
PROP01093,Bali,51,81,2,3,1,Tidak,2016,Bagus,0.6,Ya,Tidak,Tidak,SHGB,3205731696
PROP01094,Jakarta Utara,267,,4,2,1,Tidak,2009,Cukup,18.1,Tidak,Ya,Ya,SHGB,8327988676
PROP01095,Jakarta Utara,308,456,4,4,1,Tidak,2010,Perlu Renovasi,33.3,Ya,Ya,Tidak,SHM,6429195379
PROP01096,Jakarta Barat,116,265,6,3,1,Tidak,1990,Bagus,29.8,Tidak,Tidak,Tidak,Girik,5858554871
PROP01097,Medan,,536,2,4,3,Ya,2024,Cukup,17.9,Ya,Tidak,Ya,HGB,6693173066
PROP01098,Yogyakarta,257,391,3,3,3,Ya,2002,Cukup,23.1,Ya,Tidak,Ya,Strata Title,3693462381
PROP01099,Jakarta Utara,561,682,2,3,2,Ya,1986,Baru,3.1,Tidak,Ya,,SHM,26110621481
PROP01100,Semarang,322,358,4,4,3,Tidak,1986,Perlu Renovasi,5.4,Ya,Tidak,Tidak,HGB,4316302700
PROP01101,Medan,130,172,6,3,2,Tidak,2024,Baru,34.2,Ya,,Ya,Girik,2259560435
PROP01102,Bandung,498,714,2,1,2,Ya,1992,,8.3,,Tidak,Ya,Girik,9344507572
PROP01103,Jakarta Utara,517,540,1,1,1,Ya,2013,Cukup,5.2,Tidak,Ya,Tidak,Girik,26302490343
PROP01104,Yogyakarta,316,541,4,3,1,Tidak,1989,Perlu Renovasi,24.3,Tidak,Tidak,Tidak,Girik,3160907937
PROP01105,Bandung,66,251,5,2,1,Ya,2004,Bagus,30,Ya,Tidak,Ya,SHM,1112497780
PROP01106,Jakarta Utara,172,270,3,4,2,Tidak,1989,Baru,11.7,Ya,Ya,Tidak,SHGB,10588226155
PROP01107,Jakarta Barat,574,576,3,4,2,Tidak,2024,Bagus,27.4,Tidak,Ya,Ya,Girik,29623626706
PROP01108,Jakarta Selatan,340,568,6,2,1,Ya,2015,Cukup,12.7,,Tidak,Tidak,Strata Title,26704639217
PROP01109,Bali,293,297,1,1,2,Ya,1997,,12,Ya,,Ya,SHM,13764996215
PROP01110,Jakarta Barat,,350,3,2,2,Ya,2016,Bagus,19.9,Tidak,Ya,Tidak,Strata Title,8046911486
PROP01111,Jakarta Utara,555,700,3,3,2,Tidak,2007,Perlu Renovasi,10.9,Tidak,Ya,Tidak,SHM,16168174665
PROP01112,Semarang,34,43,2,3,1,Tidak,1988,Baru,18.7,Tidak,Tidak,Tidak,Girik,652196580
PROP01113,Jakarta Utara,410,424,3,4,,Ya,2000,Perlu Renovasi,7,Tidak,Tidak,Ya,HGB,14666180649
PROP01114,Bandung,419,609,1,,2,Ya,2016,Perlu Renovasi,0.8,Ya,Ya,Ya,SHM,7293271003
PROP01115,Jakarta Barat,503,735,3,2,3,Tidak,2003,Baru,33.3,Ya,Ya,Ya,Girik,25094411294
PROP01116,Medan,540,691,2,2,1,Ya,1992,Cukup,18.7,Ya,Ya,Tidak,HGB,8231227092
PROP01117,Jakarta Barat,516,644,6,3,3,Tidak,2008,Baru,17.9,Tidak,Ya,Tidak,Girik,37387370426
PROP01118,Jakarta Selatan,474,612,1,,1,Ya,,Cukup,2.1,Ya,Tidak,Ya,SHGB,42690492859
PROP01119,Jakarta Selatan,201,329,4,3,1,,2008,Bagus,11.2,Tidak,Tidak,Ya,SHM,19187081648
PROP01120,Jakarta Barat,380,422,5,4,2,Tidak,2020,Baru,5.5,Tidak,Tidak,Tidak,HGB,29739483102
PROP01121,Bandung,50,226,3,4,2,Ya,2022,Cukup,30,Tidak,Ya,Ya,Strata Title,785297467
PROP01122,Surabaya,88,298,2,1,1,Tidak,1985,Cukup,21.1,Tidak,Tidak,Ya,Girik,2597273628
PROP01123,Jakarta Barat,165,230,1,1,2,Ya,1991,Bagus,1.5,Tidak,Ya,,HGB,7668305025
PROP01124,Bekasi,55,229,2,3,1,Tidak,1985,Perlu Renovasi,20.3,Tidak,Tidak,Ya,SHGB,912516382
PROP01125,Jakarta Selatan,402,468,6,2,3,Ya,2003,Perlu Renovasi,11.5,Tidak,Ya,Tidak,SHGB,18979356852
